INVOICE_NO,CUST_ID,ITEM_ID,ITEM_NO,PRODUCT_TYPE,TRX_DATE,QUANTITY
6871600720,3433250,15406993,LG-16M38A-B.ATR,OTHERS,2016/7/18,5
6821600302,3712257,15399989,VX2573-SHW,OTHERS,2016/7/14,4
6I01600693,3069261,15419008,LG-19M38A-B.ATR,OTHERS,2016/7/30,100
6841601152,53273,14811865,H81M-WW/M/ASRK,OTHERS,2016/7/30,40
6D01600104,48922,14270731,DBS1200V3RPS,OTHERS,2016/7/1,20
6I01600652,3563253,14845991,GA-H81M-S,OTHERS,2016/7/23,20
6891601054,48195,15336088,BX80662I56402PSR2NJ,CPU / MPU,2016/7/27,10
6A01600605,1679199,15419008,LG-19M38A-B.ATR,OTHERS,2016/7/29,106
6A01600481,54713,14988891,BX80646G3250SR1K7,CPU / MPU,2016/7/2,10
6881600383,3722253,15401988,VA2246A-LED,OTHERS,2016/7/29,5
6891601100,52109,15278976,GA-H110M-S2,OTHERS,2016/7/30,20
6871600804,2342204,14845991,GA-H81M-S,OTHERS,2016/7/29,18
6891601080,3857254,15049903,"SSDSC2BW120H6R5,940117",OTHERS,2016/7/29,1
216074482,11146,88274,SN74LVC2G08DCUR,LOGIC IC,2016/7/19,3000
216077866,57578,14988976,NCP81253MNTBG,LINEAR IC,2016/7/29,6000
216072237,56711,1755,"PMBT4401,215",DISCRETE,2016/7/11,612000
216071123,27495,2542017,"PESD3V3S1UL,315",DISCRETE,2016/7/6,100000
216076457,11146,126993,MBR0530T1G,DISCRETE,2016/7/26,3000
216074780,45830,70415,MMBT3904LT1G,DISCRETE,2016/7/20,3000
216072191,26193,14756873,LMZ10501SILR,LINEAR IC,2016/7/11,6000
216073455,52735,14863026,CSD68813W10-CF,LINEAR IC,2016/7/14,12000
216077915,4728,5189587,"NX3L4684TK,115",LOGIC IC,2016/7/29,1400
216072264,23834,126597,MMBT4401LT1G,DISCRETE,2016/7/11,9000
216076938,52735,14863064,CSD68815W15-CF,LINEAR IC,2016/7/27,15000
216076464,11146,138402,TLV272CDGKR,LINEAR IC,2016/7/26,2500
216072409,2377,88623,"PBSS5240T,215",DISCRETE,2016/7/12,3000
216078004,34458,15083406,LP5907SNX-2.75,LINEAR IC,2016/7/29,3000
6881600375,48662,15648017,GA-X99-PHOENIX SLI,OTHERS,2016/7/28,1
A10027454,48987,15336004,BX80662I36098PSR2NN,CPU / MPU,2016/7/26,0
6861600344,49161,15472045,BX80671I76800KSR2PD,CPU / MPU,2016/7/4,2
6F01600220,48131,14790248,BX80646G3240SR1K6,CPU / MPU,2016/7/2,10
6811600222,3782256,15288972,BX80662I56600KSR2L4,CPU / MPU,2016/7/18,5
6821600332,48220,15336088,BX80662I56402PSR2NJ,CPU / MPU,2016/7/26,100
6831600861,1448198,15542992,LG-19M38H-B.ATR,OTHERS,2016/7/30,40
6E01600531,2974245,15549964,LG-16M38I-B.ATR,OTHERS,2016/7/28,30
A10027314,2342204,14845991,GA-H81M-S,OTHERS,2016/7/20,0
6891600876,48195,14735852,GA-H81M-S1,CHIPSET / ASP,2016/7/7,50
6891601100,52109,15278980,GA-H170M-D3H,OTHERS,2016/7/30,5
6821600318,54030,15430983,"SSDSCKKW240H6X1,948578",MEMORY_SYSTEM,2016/7/21,8
6811600228,47842,15262959,DBS1200SPS,OTHERS,2016/7/21,1
6831600710,49218,15286972,BX80662I76700KSR2L0,CPU / MPU,2016/7/1,2
6861600415,49098,14782215,BX80646I34150SR1PJ,CPU / MPU,2016/7/30,50
6A01600637,48115,14790248,BX80646G3240SR1K6,CPU / MPU,2016/7/30,15
216076938,52735,14863064,CSD68815W15-CF,LINEAR IC,2016/7/27,15000
216071197,11138,15073922,TPS563210DDFR,LINEAR IC,2016/7/6,96000
216077463,27837,3332029,TAS5717PHPR,LINEAR IC,2016/7/28,1000
216075546,2328,2043785,SN74AVCH1T45DCKR,LOGIC IC,2016/7/22,3000
216076556,34458,15005909,LP8559A3YFQR-CF,LINEAR IC,2016/7/26,6000
216071845,9573,148665,SN74LVC125APWR,LOGIC IC,2016/7/8,28000
216078049,52419,231361,SN74AUC1G126YZPR,LOGIC IC,2016/7/29,15000
216073625,47302,14787484,CSD59972BQ5MC,LINEAR IC,2016/7/15,20000
SR160800091,57578,15219974,NTMFS4C09NBT1G,DISCRETE,2016/7/31,0
216076422,52419,14863012,CD3211A1RGPR-CF,LINEAR IC,2016/7/26,3000
216072236,56711,3190437,TPS5410DR,LINEAR IC,2016/7/11,12500
216076930,52735,15234976,LM3539A1YFFR-CF,LINEAR IC,2016/7/27,18000
216077845,2472,148735,SN74LVC1G04DCKR,LOGIC IC,2016/7/29,15000
216074488,11146,2653018,INA194AIDBVR,LINEAR IC,2016/7/19,3000
6F01600275,49118,15288975,BX80662I56400SR2L7,CPU / MPU,2016/7/30,1
6891601112,3803263,15280990,BX80662I76700SR2L2,CPU / MPU,2016/7/30,1
6B01600371,49002,15336004,BX80662I36098PSR2NN,CPU / MPU,2016/7/28,20
6841600979,3038314,15363982,"BOXNUC6I3SYHL,946884",CHIPSET / ASP,2016/7/19,1
6F01600219,48660,14790248,BX80646G3240SR1K6,CPU / MPU,2016/7/2,20
A10027247,49161,14988891,BX80646G3250SR1K7,CPU / MPU,2016/7/15,0
6B01600391,48076,15355971,LG-20M38D-B. ATR,OTHERS,2016/7/30,5
6B01600395,48690,14929876,BX80646I54440SSR14L,CPU / MPU,2016/7/30,10
6831600756,47971,15192057,H110M-HDV/M/ASRK,OTHERS,2016/7/15,5
6861600359,48146,14141594,B85M PRO4/M/ASRK,OTHERS,2016/7/15,2
6891600928,52109,14735852,GA-H81M-S1,CHIPSET / ASP,2016/7/18,60
6A01600653,48184,14790248,BX80646G3240SR1K6,CPU / MPU,2016/7/30,150
6871600679,49021,15336004,BX80662I36098PSR2NN,CPU / MPU,2016/7/2,5
6831600801,49218,15351219,BX80662E31230V5SR2LE,CPU / MPU,2016/7/23,5
6E01600459,47922,14790248,BX80646G3240SR1K6,CPU / MPU,2016/7/2,20
6881600398,48662,14790248,BX80646G3240SR1K6,CPU / MPU,2016/7/30,250
216076655,24132,14863063,TPS65730A0PYFFR-CF,LINEAR IC,2016/7/26,6000
216073402,47302,14787484,CSD59972BQ5MC,LINEAR IC,2016/7/14,10000
216071596,2377,3387906,NCP4303ADR2G,LINEAR IC,2016/7/7,2500
216076932,52735,15083406,LP5907SNX-2.75,LINEAR IC,2016/7/27,30000
216076041,33431,3325320,TPS2557DRBR,LINEAR IC,2016/7/25,3000
216076932,52735,15083406,LP5907SNX-2.75,LINEAR IC,2016/7/27,18000
216071253,34458,14863044,MSP430V301IRHAR-CF,CPU / MPU,2016/7/6,7500
216071901,9573,70450,"PMBT3906,215",DISCRETE,2016/7/8,24000
216076558,34458,148744,SN74LVC1G07DCKR,LOGIC IC,2016/7/26,6000
216073007,33431,15363986,LP5915A033YKGR,LINEAR IC,2016/7/13,18000
216076028,33753,3299530,MSP430F2132IRHBR,CPU / MPU,2016/7/25,3000
216071898,9573,3416680,"PMBT3904YS,115",DISCRETE,2016/7/8,3000
216071738,52735,15234976,LM3539A1YFFR-CF,LINEAR IC,2016/7/7,45000
216075764,3183262,3423636,LMC6482IMMX/NOPB,LINEAR IC,2016/7/22,7000
A10124213,2860209,14863039,LMV693NKKR-CF,LINEAR IC,2016/7/26,-27000
6811600228,47842,15367960,"SSDSC2KW240H6X1,948571",MEMORY_SYSTEM,2016/7/21,2
6821600357,48220,14790248,BX80646G3240SR1K6,CPU / MPU,2016/7/30,200
6F01600229,47813,15419008,LG-19M38A-B.ATR,OTHERS,2016/7/13,3
6821600332,48220,14790248,BX80646G3240SR1K6,CPU / MPU,2016/7/26,500
6861600370,49139,15461984,H91M-XT PLUS/M/ASRK,OTHERS,2016/7/21,20
6E01600509,48027,14919044,H91M-S1 PLUS/M/ASRK,OTHERS,2016/7/27,20
A10027541,3692248,15336110,LG-22MP58VQ-P.ATR,OTHERS,2016/7/29,0
6F01600254,3377249,15423965,LG-24MN48A-PT.BTR,OTHERS,2016/7/26,4
6891601106,52109,15336110,LG-22MP58VQ-P.ATR,OTHERS,2016/7/30,2
6A01600582,48728,14810154,BX80646G1820SR1CN,OTHERS,2016/7/25,25
6A01600611,3741250,15549964,LG-16M38I-B.ATR,OTHERS,2016/7/29,12
6H01600061,3803266,15334102,LG-20M38D-B.ATR,OTHERS,2016/7/30,2
6831600881,2342205,15409976,LG-24MP58VQ-P.ATR,OTHERS,2016/7/30,4
6841600863,1548198,14962884,GA-H81M-WW,OTHERS,2016/7/2,100
6891600936,52109,14920945,GA-H81M-S2PH,OTHERS,2016/7/18,5
A10027335,1548198,15318037,GA-N3050M-D3P,OTHERS,2016/7/20,0
6891600912,52109,14920945,GA-H81M-S2PH,OTHERS,2016/7/14,5
216076057,2717205,705448,TPS2052BDR,LINEAR IC,2016/7/25,10000
216077961,52735,14863073,LM3564A1TMX/NOPB-CF,LINEAR IC,2016/7/29,45000
216073450,24132,14863071,LM3534TMX-A1/NOPB-CF,LINEAR IC,2016/7/14,18000
216071251,52419,3335676,TPS51916RUKR,LINEAR IC,2016/7/6,3000
216071544,54029,148665,SN74LVC125APWR,LOGIC IC,2016/7/7,20000
216077062,3183262,3434890,LMV932MM/NOPB,LINEAR IC,2016/7/27,7000
216076057,2717205,705448,TPS2052BDR,LINEAR IC,2016/7/25,7500
216076420,2420,149949,SN74LVC2G125DCTR,LOGIC IC,2016/7/26,3714
216076556,34458,15005908,LP8566A0YFQR-CF,LINEAR IC,2016/7/26,3000
216076939,52735,14863075,LM3638A0YFDR-CF,LINEAR IC,2016/7/27,3000
216071173,2717205,3432023,LM3488MM/NOPB,LINEAR IC,2016/7/6,1000
216073845,43844,2206697,"BZV55-B30,115",DISCRETE,2016/7/15,2500
216071887,9573,2388036,"PESD3V3L1BA,115",DISCRETE,2016/7/8,54000
216076939,52735,14863076,LM3638A1YFDR-CF,LINEAR IC,2016/7/27,9000
A10027494,52109,15306063,LG-20M38H-B.ATR,OTHERS,2016/7/27,0
A10027544,3741250,15406993,LG-16M38A-B.ATR,OTHERS,2016/7/29,0
6891601106,52109,15306063,LG-20M38H-B.ATR,OTHERS,2016/7/30,5
6A01600564,52250,15406993,LG-16M38A-B.ATR,OTHERS,2016/7/23,50
6821600353,3018249,15288975,BX80662I56400SR2L7,CPU / MPU,2016/7/30,20
6831600861,1448198,15409976,LG-24MP58VQ-P.ATR,OTHERS,2016/7/30,10
6A01600543,3788273,15567959,LG-22MP68VQ-P.ATR,OTHERS,2016/7/21,1
6861600392,3859251,15549964,LG-16M38I-B.ATR,OTHERS,2016/7/28,35
6891600946,52109,15278969,GA-Z170X-GAMING 3,OTHERS,2016/7/19,1
6841600921,1548198,15225133,GA-B150M-D3H,OTHERS,2016/7/12,10
6A01600500,3692248,15280990,BX80662I76700SR2L2,CPU / MPU,2016/7/8,1
A10027564,3248248,14525726,BX80646G3220SR1CG,CPU / MPU,2016/7/29,0
6A01600608,47816,15549964,LG-16M38I-B.ATR,OTHERS,2016/7/29,20
6871600794,48000,15419008,LG-19M38A-B.ATR,OTHERS,2016/7/29,22
A10027134,48688,15419008,LG-19M38A-B.ATR,OTHERS,2016/7/8,0
A10027154,58181,15306063,LG-20M38H-B.ATR,OTHERS,2016/7/12,0
216076513,9573,149346,SN74LVC2G86DCTR,LOGIC IC,2016/7/26,9000
216073845,43844,2052826,"BZV55-B15,115",DISCRETE,2016/7/15,5878
216074780,45830,23004,"BAT54S,215",DISCRETE,2016/7/20,3000
216077791,33431,2124820,SN74LVC244AZQNR,LOGIC IC,2016/7/29,2000
216076428,52419,14671926,INA216A2YFFR,LINEAR IC,2016/7/26,12000
216072564,4094,14388728,"TK100E10N1,S1X(S",DISCRETE,2016/7/12,2400
216077496,4094,15002794,"TLP350(D4DEL-TP5,F",OPTICAL AND SENSOR,2016/7/28,760
216072285,2100,3344669,"BYV29FX-600,127",DISCRETE,2016/7/11,2311
5119,3183262,141351,TPS79933DDCR,LINEAR IC,2016/7/31,0
216071732,34458,14863065,CSD68822F4-CF,LINEAR IC,2016/7/7,24000
216073072,23455,100018,LM2903DGKR,LINEAR IC,2016/7/13,2500
216072564,4094,14681936,"TK8A65D(STA4,X,M)",DISCRETE,2016/7/12,6000
216077496,4094,15002778,"TLP185(V4GL-TR,E(O",OPTICAL AND SENSOR,2016/7/28,255
216078050,52419,2195798,376S0523,DISCRETE,2016/7/29,6000
6A01600533,3692248,15542991,LG-25UM58-P.ATR,OTHERS,2016/7/19,1
A10027339,48076,14845991,GA-H81M-S,OTHERS,2016/7/20,0
6811600256,48554,15569978,VX2457-MHD,OTHERS,2016/7/30,30
6E01600552,49111,14811865,H81M-WW/M/ASRK,OTHERS,2016/7/30,10
A10027461,48717,14735848,GA-H61M-WW,CHIPSET / ASP,2016/7/26,0
6I01600629,3563253,14782215,BX80646I34150SR1PJ,CPU / MPU,2016/7/20,10
6K01600112,3598249,15419008,LG-19M38A-B.ATR,OTHERS,2016/7/14,4
6841600866,3224241,14270731,DBS1200V3RPS,OTHERS,2016/7/2,2
6871600794,48000,15334102,LG-20M38D-B.ATR,OTHERS,2016/7/29,5
6871600716,48630,15334102,LG-20M38D-B.ATR,OTHERS,2016/7/18,10
6I01600683,3278264,15346962,GA-B150M-DS3H,OTHERS,2016/7/29,1
6821600272,3851258,15496979,TD2740,OTHERS,2016/7/1,1
6811600209,57992,15406993,LG-16M38A-B.ATR,OTHERS,2016/7/1,1
6881600368,49064,15569978,VX2457-MHD,OTHERS,2016/7/27,1
6G01600126,56841,15461984,H91M-XT PLUS/M/ASRK,OTHERS,2016/7/30,20
6A01600499,52182,15404968,GA-H110M-S2PH,OTHERS,2016/7/8,1
6A01600621,3692248,15542990,LG-27MP38VQ-B.ATR,OTHERS,2016/7/29,2
216076750,2377,88563,"BYV29X-600,127",DISCRETE,2016/7/26,9000
A10123396,4790,88870,LL4148-GS08,DISCRETE,2016/7/12,0
216077890,27495,8713587,ESD8472MUT5G,DISCRETE,2016/7/29,15000
216073603,47302,14837903,SN1304057RSBR,LINEAR IC,2016/7/15,15000
216077927,2377,2602028,MMSZ16T1G,DISCRETE,2016/7/29,1182000
216073808,3558,3386804,VSSA310S-E3/61T,DISCRETE,2016/7/15,1800
216077492,4094,8238587,"TK17A65U(STA4,X,M)",DISCRETE,2016/7/28,3000
216072657,2717205,9337587,NTMFS4C10NT1G,DISCRETE,2016/7/12,4500
216076949,24132,3565591,TPD4E101DPWR,LINEAR IC,2016/7/27,6000
216071027,29489,3406283,AR8030-AL1A,CHIPSET / ASP,2016/7/6,18084
216074255,37619,14908389,"SSM6N25TU,RNINTF(T",DISCRETE,2016/7/18,6000
216070859,54029,14789074,THGBMBG5D1KBAIT,MEMORY_EMBEDED,2016/7/5,2520
216072005,2472,3385297,SI8499DB-T2-E1,DISCRETE,2016/7/8,192000
216075030,10932,14934952,OV7251-A35A-1F,OPTICAL AND SENSOR,2016/7/20,17000
216077896,51693,1714,"PDTC144EU,115",DISCRETE,2016/7/29,45000
6A01600587,52434,14845991,GA-H81M-S,OTHERS,2016/7/26,10
6891601019,3675268,15225133,GA-B150M-D3H,OTHERS,2016/7/26,5
6E01600586,56127,14846430,BX80646I34160SR1PK,CPU / MPU,2016/7/30,10
6891600982,3535253,14845991,GA-H81M-S,OTHERS,2016/7/22,500
6891600883,2255200,14735852,GA-H81M-S1,CHIPSET / ASP,2016/7/8,60
6871600808,2342202,15279003,GB-BACE-3000-BRIX,OTHERS,2016/7/30,1
A10027465,3535253,14735848,GA-H61M-WW,CHIPSET / ASP,2016/7/26,0
6831600878,48688,15355971,LG-20M38D-B. ATR,OTHERS,2016/7/30,90
A10027334,415204,14845991,GA-H81M-S,OTHERS,2016/7/20,0
A10027559,49223,14846195,H81M-VG4 R2./M/ASRK,OTHERS,2016/7/29,0
6891601036,48717,15225133,GA-B150M-D3H,OTHERS,2016/7/27,5
6A01600527,52182,15404968,GA-H110M-S2PH,OTHERS,2016/7/18,1
6841600879,2503224,15278980,GA-H170M-D3H,OTHERS,2016/7/5,1
A10027311,2907209,14845991,GA-H81M-S,OTHERS,2016/7/20,0
6E01600542,56127,15189014,BX80662I36100SR2HG,CPU / MPU,2016/7/29,2
6G01600113,56841,15280990,BX80662I76700SR2L2,CPU / MPU,2016/7/2,5
216075159,3564,134866,"PBSS5350T,215",DISCRETE,2016/7/21,30000
316070180,4849,134640,"74HCT244PW,118",LOGIC IC,2016/7/1,5000
316075972,2792222,3242018,XREWHT-L1-WF-Q4-0-05,OPTICAL AND SENSOR,2016/7/15,2000
216078059,34458,3395249,376S0945,DISCRETE,2016/7/29,9000
216077896,51693,1714,"PDTC144EU,115",DISCRETE,2016/7/29,6000
216074409,11146,87120,"BAT54SW,115",DISCRETE,2016/7/19,21000
216075784,33431,3296719,SBC807-25LT1G,DISCRETE,2016/7/22,3000
316077782,37458,15006045,XTEAWT-0-5C1-S20-FB-0003,OPTICAL AND SENSOR,2016/7/21,40000
306071101,5816,79012,74HC14DT,LOGIC IC,2016/7/28,200000
316078355,4637,3316181,"BTA412Y-800B,127",DISCRETE,2016/7/22,2000
306071523,3584256,15145278,XBHAWT-0-1A0-T60-0L-0001,OPTICAL AND SENSOR,2016/7/29,2000
6271660,999999999,6489623,XBDAWT-0-5C3-Q50-0L-0001,OPTICAL AND SENSOR,2016/7/8,0
316070180,4849,70099,74HC164DT,LOGIC IC,2016/7/1,2500
306071852,5816,134574,74HC165DT,LOGIC IC,2016/7/29,100000
A10027458,52109,14731325,GA-H61M-S,CHIPSET / ASP,2016/7/26,0
A10027323,2255200,14845991,GA-H81M-S,OTHERS,2016/7/20,0
6891600960,3535253,15278981,GA-H97M-D3H,OTHERS,2016/7/20,1
6A01600483,48184,15336004,BX80662I36098PSR2NN,CPU / MPU,2016/7/2,5
6821600317,3018249,15517966,GA-Z97-HD3,OTHERS,2016/7/21,5
6821600284,52139,14790248,BX80646G3240SR1K6,CPU / MPU,2016/7/2,200
6831600873,1448198,15286972,BX80662I76700KSR2L0,CPU / MPU,2016/7/30,25
6841600930,1500201,15472045,BX80671I76800KSR2PD,CPU / MPU,2016/7/13,1
6891601023,3013329,14735848,GA-H61M-WW,CHIPSET / ASP,2016/7/26,30
A10027499,48809,15542992,LG-19M38H-B.ATR,OTHERS,2016/7/27,0
6891600943,48717,15355971,LG-20M38D-B. ATR,OTHERS,2016/7/19,3
6891600977,52109,15541992,LG-27MP68HM-P.ATR,OTHERS,2016/7/22,1
6861600415,49098,14929876,BX80646I54440SSR14L,CPU / MPU,2016/7/30,20
6881600400,359199,15336088,BX80662I56402PSR2NJ,CPU / MPU,2016/7/30,60
D616070446,2933373,13202587,781720411,PEMCO,2016/7/20,420000
6I01600592,3032255,15278980,GA-H170M-D3H,OTHERS,2016/7/8,2
SR160700021,40528,14796943,AXP288,CHIPSET / ASP,2016/7/29,0
6272346,999999999,15046062,XPGWHT-L1-8C1-Q4-F-05(Z8),OPTICAL AND SENSOR,2016/7/2,0
6271660,999999999,15001879,XBDAWT-0-3C0-R40-0L-0002,OPTICAL AND SENSOR,2016/7/8,0
316071357,12251,3326560,ATMEGA64A-AU,CPU / MPU,2016/7/5,1800
316042905,38326,15016233,BFU550XAR,DISCRETE,2016/4/8,0
316074604,6579,15313126,"ATMEGA168PA-MU,SL044",CPU / MPU,2016/7/13,15190
316078664,12744,3327222,ATXMEGA64D3-AU,CPU / MPU,2016/7/22,18
,999999999,3190410,NJW0302G,DISCRETE,,0
,999999999,15570044,FPC2050W1-1A-CW03,OPTICAL AND SENSOR,,0
,999999999,14823496,VC5341-21,CHIPSET / ASP,,0
216063863,26193,14930230,ESD6100,DISCRETE,2016/6/16,0
316073203,38022,11447587,B39202B8078P810,PEMCO,2016/7/9,51000
,4384,3409588,MT29F2G08ABAEAWP-IT:E TRAY,MEMORY_EMBEDED,,0
315039739,6675,3326707,"NH82580DB,SLH5U",CHIPSET / ASP,2015/3/26,0
315083916,1744199,15017997,"SSDPE2ME800G401,934671",OTHERS,2015/8/11,0
306071103,38272,14998860,PLED6Q12,PEMCO,2016/7/28,10000
A10027330,49077,14845991,GA-H81M-S,OTHERS,2016/7/20,0
6821600301,3555251,14998055,"BKCMAV1YRENG,936773",OTHERS,2016/7/13,2000
6I01600632,3206246,15461985,H91M-S+/M/ASRK,OTHERS,2016/7/20,10
6831600873,1448198,15288976,BX80662I56500SR2L6,CPU / MPU,2016/7/30,20
6891601009,3013329,15346962,GA-B150M-DS3H,OTHERS,2016/7/25,2
6F01600276,661198,15336004,BX80662I36098PSR2NN,CPU / MPU,2016/7/30,10
6871600722,48699,15549964,LG-16M38I-B.ATR,OTHERS,2016/7/18,20
6C01600284,48747,15419008,LG-19M38A-B.ATR,OTHERS,2016/7/30,100
6881600318,3808250,14790248,BX80646G3240SR1K6,CPU / MPU,2016/7/2,10
6811600263,49158,14929876,BX80646I54440SSR14L,CPU / MPU,2016/7/30,4
D616070113,2933373,14512156,510218602,PEMCO,2016/7/6,46000
D616070621,2933427,15006241,5050700620,PEMCO,2016/7/28,1161000
6G01600141,2203201,14782215,BX80646I34150SR1PJ,CPU / MPU,2016/7/30,50
D616070113,2933373,14512156,510218602,PEMCO,2016/7/6,34000
D616070446,2933373,13202587,781720411,PEMCO,2016/7/20,780000
316073465,2761236,3318066,XREWHT-L1-WB-Q5-0-05,OPTICAL AND SENSOR,2016/7/11,1000
316072579,16985,14906000,NCT6106D/B,CHIPSET / ASP,2016/7/7,2160
316078853,4849,3249477,"BZV55-C5V6,115",DISCRETE,2016/7/22,2500
316072182,4637,15402001,"Z0103NN,135",DISCRETE,2016/7/7,20000
316070486,54131,1747,"BC847B,215",DISCRETE,2016/7/2,9000
316078955,44386,9006587,"BZX585-C24,115",DISCRETE,2016/7/23,3000
306070539,5599,14906176,NCT6102D/B,CHIPSET / ASP,2016/7/27,720
306071344,4384,3188274,"GTL2010BS,118",LINEAR IC,2016/7/28,6000
316072182,4637,6006591,"BTA312-800C/DG,127",DISCRETE,2016/7/7,21000
316070756,4795,12690587,SI9926CDY-T1-GE3,DISCRETE,2016/7/4,5000
316074751,4637,3316181,"BTA412Y-800B,127",DISCRETE,2016/7/13,14000
316072791,47428,135922,"PUMD10,115",DISCRETE,2016/7/8,18000
306071310,4384,2766069,QSB34GR,OPTICAL AND SENSOR,2016/7/28,2000
316074161,30472,133936,HEF4069UBTR,LOGIC IC,2016/7/12,200000
D616070307,3009411,15173958,5041413030,PEMCO,2016/7/14,51300
8316070003,11110,15065899,ISL95857HRTZ-TS2778,LINEAR IC,2016/7/27,6000
8316070003,11110,15065902,ISL95808HRZ-TS2778,LINEAR IC,2016/7/27,6000
8316070003,11110,15065902,ISL95808HRZ-TS2778,LINEAR IC,2016/7/27,60000
CX48011750,57905,2205951,39301161,PEMCO,2016/7/4,800
CX48011847,3742255,3394847,39013028,PEMCO,2016/7/12,9500
8316070003,11110,14564800,ISL62771HRTZ-T,LINEAR IC,2016/7/27,6000
8316070003,11110,15065902,ISL95808HRZ-TS2778,LINEAR IC,2016/7/27,6000
8316070003,11110,15065902,ISL95808HRZ-TS2778,LINEAR IC,2016/7/27,6000
CX48011941,56536,2242514,430251400,PEMCO,2016/7/22,1500
CX48011754,2297,2208227,532610871,PEMCO,2016/7/4,1000
,999999999,14564800,ISL62771HRTZ-T,LINEAR IC,,0
8316070003,11110,15065901,ISL95855HRTZ-TS2778,LINEAR IC,2016/7/27,24000
8316070003,11110,15071146,ISL95829HRTZ-T,LINEAR IC,2016/7/27,4000
316074372,4716,14565345,ISL8009AIRZ-T,LINEAR IC,2016/7/13,24000
316075294,3135275,14721879,"PZU5.1B2,115",DISCRETE,2016/7/14,600000
316075486,2597206,15128958,NV3021BW,OPTICAL AND SENSOR,2016/7/15,200160
316073831,30472,1717,74HC04DT,LOGIC IC,2016/7/12,100000
316077971,983200,14340755,CL8064701477702SR170,CPU / MPU,2016/7/21,45
316079716,4716,14565345,ISL8009AIRZ-T,LINEAR IC,2016/7/26,6000
316071111,28112,14578801,UMA02040G1003CA300,PEMCO,2016/7/5,6000
A10116687,11978,8067608,XPEWHT-L1-WM0-Q5-0-05,OPTICAL AND SENSOR,2016/7/7,0
316074028,6325,13834590,TPS51285BRUKR,LINEAR IC,2016/7/12,6000
316078902,3135275,3420697,BQ24192RGER,LINEAR IC,2016/7/23,36000
316079756,2775209,15085069,"SSDSC2BB240G601,941813",MEMORY_SYSTEM,2016/7/26,30
316074012,12510,6837600,LM3642TLX/NOPB,LINEAR IC,2016/7/12,81000
306071518,446202,3216409,SI2302CDS-T1-GE3,DISCRETE,2016/7/29,6000
316070949,4816,14755870,ATTINY20-SSUR,CPU / MPU,2016/7/5,24000
CF47346999,2545,3204325,"WG82574L,SLBA9",CHIPSET / ASP,2016/5/16,0
CX47348396,2549,3309843,SI4214DDY-T1-GE3,DISCRETE,2016/7/26,2500
CX47346431,2256,135546,"PMEG1020EA,115",DISCRETE,2016/7/7,3000
CX47345491,8010,7800588,SI4204DY-T1-GE3,DISCRETE,2016/7/1,2500
CX47346464,8808,123472,SI9433BDY-T1-E3,DISCRETE,2016/7/11,2500
CX47346071,2168,77029,"BC857B,215",DISCRETE,2016/7/5,12000
216075638,11148,15035875,471511102,PEMCO,2016/7/22,960
216076064,51693,15589071,NPCE586HA0MX/AFC,LOGIC IC,2016/7/25,77760
216074406,11146,132888,"PCA9548APW,118",LINEAR IC,2016/7/19,2500
216070177,2507,126575,BAT54ALT1G,DISCRETE,2016/7/1,3000
216077099,2507,126570,BAT54SLT1G,DISCRETE,2016/7/27,3000
216075177,3564,14250606,"BZX79-C75,133",DISCRETE,2016/7/21,10000
216070611,2717205,3410179,TS3A225ERTER,LOGIC IC,2016/7/4,9000
216078024,52735,14863063,TPS65730A0PYFFR-CF,LINEAR IC,2016/7/29,21000
216070020,11138,149827,SN74LVC1G175DCKR,LOGIC IC,2016/7/1,3000
8316070004,11110,14564800,ISL62771HRTZ-T,LINEAR IC,2016/7/27,12000
SR160800005,11110,15254085,ISL88739HRZ-T,LINEAR IC,2016/7/31,0
8316070003,11110,14565023,ISL88731CHRTZ-T,LINEAR IC,2016/7/27,6000
8316070005,4368,14565265,ISL95813HRZ-T,LINEAR IC,2016/7/29,6000
CX48011742,2282,13228589,51241040,PEMCO,2016/7/1,320
A20160700008,999999999,2205697,430450600,PEMCO,2016/7/29,0
,999999999,14564800,ISL62771HRTZ-T,LINEAR IC,,0
8316070003,11110,15065901,ISL95855HRTZ-TS2778,LINEAR IC,2016/7/27,16000
8316070003,11110,15073858,ISL95859HRTZ-T,LINEAR IC,2016/7/27,12000
8316070004,11110,14564800,ISL62771HRTZ-T,LINEAR IC,2016/7/27,6000
8316070002,4368,14564932,ISL62883CHRTZ-T,LINEAR IC,2016/7/27,6000
8316070005,4368,14564932,ISL62883CHRTZ-T,LINEAR IC,2016/7/29,6000
CX48011742,2282,2243465,714392164,PEMCO,2016/7/1,588
CX48011862,2282,2205563,530470710,PEMCO,2016/7/13,2000
316074813,42283,141478,TPS60400DBVR,LINEAR IC,2016/7/14,3000
316079186,6712,3340943,MSP430G2211IPW14R,CPU / MPU,2016/7/25,2000
316075927,3042262,134268,"74HC245PW,118",LOGIC IC,2016/7/15,15000
316078978,3483245,134225,74HC238DT,LOGIC IC,2016/7/23,150000
316077357,19124,3216413,045201.5MRL,PEMCO,2016/7/20,1000
316074346,23611,70509,"BAV99,215",DISCRETE,2016/7/13,3000
306070238,4816,3322162,"BC817DPN,115",DISCRETE,2016/7/27,18000
316075927,3042262,134573,"74HC164PW,118",LOGIC IC,2016/7/15,2500
316077431,58093,1724,"PESD5V0S1BB,115",DISCRETE,2016/7/20,210000
